From Files,To File
9,src/java/org/apache/cassandra/db/AbstractClusteringPrefix.java
46,src/java/org/apache/cassandra/db/AbstractReadCommandBuilder.java
3,src/java/org/apache/cassandra/db/aggregation/AggregationSpecification.java
4,src/java/org/apache/cassandra/db/aggregation/GroupingState.java
4,src/java/org/apache/cassandra/db/aggregation/GroupMaker.java
3,src/java/org/apache/cassandra/db/BufferClustering.java
20,src/java/org/apache/cassandra/db/BufferDecoratedKey.java
4,src/java/org/apache/cassandra/db/CachedHashDecoratedKey.java
18,src/java/org/apache/cassandra/db/CBuilder.java
7,src/java/org/apache/cassandra/db/ClockAndCount.java
15,src/java/org/apache/cassandra/db/Clusterable.java
109,src/java/org/apache/cassandra/db/Clustering.java
45,src/java/org/apache/cassandra/db/ClusteringBound.java
7,src/java/org/apache/cassandra/db/ClusteringBoundary.java
12,src/java/org/apache/cassandra/db/ClusteringBoundOrBoundary.java
79,src/java/org/apache/cassandra/db/ClusteringComparator.java
74,src/java/org/apache/cassandra/db/ClusteringPrefix.java
292,src/java/org/apache/cassandra/db/ColumnFamilyStore.java
3,src/java/org/apache/cassandra/db/ColumnFamilyStoreCQLHelper.java
8,src/java/org/apache/cassandra/db/ColumnFamilyStoreMBean.java
2,src/java/org/apache/cassandra/db/ColumnIndex.java
3,src/java/org/apache/cassandra/db/columniterator/AbstractSSTableIterator.java
2,src/java/org/apache/cassandra/db/columniterator/SSTableIterator.java
1,src/java/org/apache/cassandra/db/columniterator/SSTableReversedIterator.java
38,src/java/org/apache/cassandra/db/Columns.java
15,src/java/org/apache/cassandra/db/commitlog/AbstractCommitLogSegmentManager.java
6,src/java/org/apache/cassandra/db/commitlog/AbstractCommitLogService.java
1,src/java/org/apache/cassandra/db/commitlog/BatchCommitLogService.java
38,src/java/org/apache/cassandra/db/commitlog/CommitLog.java
6,src/java/org/apache/cassandra/db/commitlog/CommitLogArchiver.java
10,src/java/org/apache/cassandra/db/commitlog/CommitLogDescriptor.java
1,src/java/org/apache/cassandra/db/commitlog/CommitLogMBean.java
24,src/java/org/apache/cassandra/db/commitlog/CommitLogPosition.java
5,src/java/org/apache/cassandra/db/commitlog/CommitLogReader.java
5,src/java/org/apache/cassandra/db/commitlog/CommitLogReadHandler.java
5,src/java/org/apache/cassandra/db/commitlog/CommitLogReplayer.java
17,src/java/org/apache/cassandra/db/commitlog/CommitLogSegment.java
2,src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerCDC.java
1,src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentManagerStandard.java
2,src/java/org/apache/cassandra/db/commitlog/CommitLogSegmentReader.java
1,src/java/org/apache/cassandra/db/commitlog/CompressedSegment.java
1,src/java/org/apache/cassandra/db/commitlog/EncryptedFileSegmentInputStream.java
2,src/java/org/apache/cassandra/db/commitlog/EncryptedSegment.java
2,src/java/org/apache/cassandra/db/commitlog/FileDirectSegment.java
6,src/java/org/apache/cassandra/db/commitlog/IntervalSet.java
1,src/java/org/apache/cassandra/db/commitlog/MemoryMappedSegment.java
1,src/java/org/apache/cassandra/db/commitlog/PeriodicCommitLogService.java
25,src/java/org/apache/cassandra/db/compaction/AbstractCompactionStrategy.java
18,src/java/org/apache/cassandra/db/compaction/AbstractCompactionTask.java
17,src/java/org/apache/cassandra/db/compaction/CompactionController.java
